ID,TypeCode,Category,Name,NameLanguage,Description,DescriptionLanguage,SupplierID,SupplierName,TaxTarifCode,MeasureUnit,WeightMeasure,WeightUnit,CurrencyCode,Price,Width,Depth,Height,DimUnit,CreatedAt,ChangedAt
bcca1ac5-95ba-49e7-b604-e4cf0a95f000,PR,Notebooks,Notebook Basic 15,EN,"Notebook Basic 15 with 2,80 GHz quad core, 15"" LCD, 4 GB DDR3 RAM, 500 GB Hard Disc, Windows 8 Pro",EN,100000046,SAP,1,EA,4.2,KG,EUR,956,30,18,3,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f001,PR,Notebooks,Notebook Basic 17,EN,"Notebook Basic 17 with 2,80 GHz quad core, 17"" LCD, 4 GB DDR3 RAM, 500 GB Hard Disc, Windows 8 Pro",EN,100000047,Becker Berlin,1,EA,4.5,KG,EUR,1249,29,17,3.1,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f002,PR,Notebooks,Notebook Basic 18,EN,"Notebook Basic 18 with 2,80 GHz quad core, 18"" LCD, 8 GB DDR3 RAM, 1000 GB Hard Disc, Windows 8 Pro",EN,100000048,DelBont Industries,1,EA,4.2,KG,USD,1570,28,19,2.5,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f003,PR,Notebooks,Notebook Basic 19,EN,"Notebook Basic 19 with 2,80 GHz quad core, 19"" LCD, 8 GB DDR3 RAM, 1000 GB Hard Disc, Windows 8 Pro",EN,100000049,Talpa,1,EA,4.2,KG,EUR,1650,32,21,4,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f004,PR,PDAs & Organizers,ITelO Vault,EN,Digital Organizer with State-of-the-Art Storage Encryption,EN,100000050,Panorama Studios,1,EA,0.2,KG,USD,299,32,22,3,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f005,PR,Notebooks,Notebook Professional 15,EN,"Notebook Professional 15 with 2,80 GHz quad core, 15"" Multitouch LCD, 8 GB DDR3 RAM, 500 GB SSD - DVD-Writer (DVD-R/+R/-RW/-RAM),Windows 8 Pro",EN,100000051,TECUM,1,EA,4.3,KG,EUR,1999,33,20,3,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f006,PR,Notebooks,Notebook Professional 17,EN,"Notebook Professional 17 with 2,80 GHz quad core, 17"" Multitouch LCD, 8 GB DDR3 RAM, 500 GB SSD - DVD-Writer (DVD-R/+R/-RW/-RAM),Windows 8 Pro",EN,100000052,Asia High tech,1,EA,4.1,KG,JPY,229900,33,23,2,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f007,PR,PDAs & Organizers,ITelO Vault Net,EN,Digital Organizer with State-of-the-Art Encryption for Storage and Network Communications,EN,100000053,Laurent,1,EA,0.16,KG,EUR,459,10,1.8,17,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f008,PR,PDAs & Organizers,ITelO Vault SAT,EN,Digital Organizer with State-of-the-Art Encryption for Storage and Secure Stellite Link,EN,100000054,AVANTEL,1,EA,0.18,KG,MXN,149,11,1.7,18,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f009,PR,PDAs & Organizers,Comfort Easy,EN,32 GB Digital Assistant with high-resolution color screen,EN,100000055,Telecomunicaciones Star,1,EA,0.2,KG,ARS,1679,84,1.5,14,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f010,PR,PDAs & Organizers,Comfort Senior,EN,64 GB Digital Assistant with high-resolution color screen and synthesized voice output,EN,100000056,Pear Computing Services,1,EA,0.8,KG,USD,512,80,1.6,13,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f011,PR,Flat Screen Monitors,Ergo Screen E-I,EN,"Optimum Hi-Resolution max. 1920 x 1080 @ 85Hz, Dot Pitch: 0.27mm",EN,100000057,Alpine Systems,1,EA,21,KG,EUR,230,37,12,36,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f012,PR,Flat Screen Monitors,Ergo Screen E-II,EN,"Optimum Hi-Resolution max. 1920 x 1200 @ 85Hz, Dot Pitch: 0.26mm",EN,100000058,New Line Design,1,EA,21,KG,GBP,285,40.8,19,43,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f013,PR,Flat Screen Monitors,Ergo Screen E-III,EN,"Optimum Hi-Resolution max. 2560 x 1440 @ 85Hz, Dot Pitch: 0.25mm",EN,100000059,HEPA Tec,1,EA,21,KG,EUR,345,40.8,19,43,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f014,PR,Flat Screen Monitors,Flat Basic,EN,"Optimum Hi-Resolution max. 1600 x 1200 @ 85Hz, Dot Pitch: 0.24mm",EN,100000060,Anav Ideon,1,EA,14,KG,USD,399,39,20,41,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f015,PR,Flat Screen Monitors,Flat Future,EN,"Optimum Hi-Resolution max. 2048 x 1080 @ 85Hz, Dot Pitch: 0.26mm",EN,100000061,Robert Brown Entertainment,1,EA,15,KG,CAD,430,45,26,46,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f016,PR,Flat Screen Monitors,Flat XL,EN,"Optimum Hi-Resolution max. 2016 x 1512 @ 85Hz, Dot Pitch: 0.24mm",EN,100000062,Mexican Oil Trading Company,1,EA,17,KG,MXN,1230,54.5,22.1,39.1,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f017,PR,Laser Printers,Laser Professional Eco,EN,"Print 2400 dpi image quality color documents at speeds of up to 32 ppm (color) or 36 ppm (monochrome), letter/A4. Powerful 500 MHz processor, 512MB of memory",EN,100000063,Meliva,1,EA,32,KG,EUR,830,51,46,30,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f018,PR,Laser Printers,Laser Basic,EN,"Up to 22 ppm color or 24 ppm monochrome A4/letter, powerful 500 MHz processor and 128MB of memory",EN,100000064,Compostela,1,EA,23,KG,ARS,490,48,42,26,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f019,PR,Laser Printers,Laser Allround,EN,"Print up to 25 ppm letter and 24 ppm A4 color or monochrome, with a first-page-out-time of less than 13 seconds for monochrome and less than 15 seconds for color",EN,100000065,Pateu,1,EA,17,KG,EUR,349,53,50,65,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f020,PR,Ink Jet Printers,Ultra Jet Super Color,EN,"4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB, Ethernet",EN,100000066,Russian Electronic Trading Company,1,EA,3,KG,RUB,139,41,41,28,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f021,PR,Ink Jet Printers,Ultra Jet Mobile,EN,1000 dpi x 1000 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB - excellent dimensions for the small office,EN,100000067,Florida Holiday Company,1,EA,1.9,KG,USD,99,46,32,25,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f022,PR,Ink Jet Printers,Ultra Jet Super Highspeed,EN,"4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB2.0, Ethernet",EN,100000068,Quimica Madrilenos,1,EA,18,KG,EUR,170,41,41,28,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f023,PR,Multifunction Printers,Multi Print,EN,"1000 dpi x 1000 dpi - up to 16 ppm (mono) / up to 15 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 1200dpi x 2400dpi)",EN,100000069,Getränkegroßhandel Janssen,1,EA,6.3,KG,EUR,99,55,45,29,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f024,PR,Multifunction Printers,Multi Color,EN,"1200 dpi x 1200 dpi - up to 25 ppm (mono) / up to 24 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 2400dpi x 4800dpi, high resolution)",EN,100000070,JaTeCo,1,EA,4.3,KG,JPY,11900,51,41.3,22,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f025,PR,Mice,Cordless Mouse,EN,"Cordless Optical USB Mice, Laptop, Color: Black, Plug&Play",EN,100000071,Tessile Casa Di Roma,1,EA,0.09,KG,EUR,9,6,14.5,3.5,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f026,PR,Mice,Speed Mouse,EN,"Optical USB, PS/2 Mouse, Color: Blue, 3-button-functionality (incl. Scroll wheel)",EN,100000072,Vente Et Réparation de Ordinateur,1,EA,0.09,KG,EUR,7,7,15,3.1,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f027,PR,Mice,Track Mouse,EN,"Optical USB Mouse, Color: Red, 5-button-functionality(incl. Scroll wheel), Plug&Play",EN,100000073,Developement Para O Governo,1,EA,0.03,KG,ARS,11,3,7,4,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f028,PR,Keyboards,Ergonomic Keyboard,EN,"Ergonomic USB Keyboard for Desktop, Plug&Play",EN,100000074,Brazil Technologies,1,EA,2.1,KG,BRL,14,50,21,3.5,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f029,PR,Keyboards,Internet Keyboard,EN,"Corded Keyboard with special keys for Internet Usability, USB",EN,100000075,C.R.T.U.,1,EA,1.8,KG,CAD,16,52,25,3,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f030,PR,Keyboards,Media Keyboard,EN,"Corded Ergonomic Keyboard with special keys for Media Usability, USB",EN,100000076,Jologa,1,EA,2.3,KG,CHF,26,51.4,23,4,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f031,PR,Mousepads,Mousepad,EN,Nice mouse pad with ITelO Logo,EN,100000077,Baleda,1,EA,80,G,USD,6.99,15,6,0.2,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f032,PR,Mousepads,Ergo Mousepad,EN,Ergonomic mouse pad with ITelO Logo,EN,100000078,Angeré,1,EA,80,G,EUR,8.99,15,6,0.2,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f033,PR,Mousepads,Designer Mousepad,EN,ITelO Mousepad Special Edition,EN,100000079,PC Gym Tec,1,EA,90,G,USD,12.99,24,24,0.6,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f034,PR,Computer System Accessories,Universal card reader,EN,Universal card reader,EN,100000080,Japan Insurance Partner,1,EA,45,G,JPY,1400,6,6,3,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f035,PR,Graphic Cards,Proctra X,EN,Proctra X: PCI-E GDDR5 3072MB,EN,100000081,Entertainment Argentinia,1,EA,0.255,KG,ARS,70.9,22,35,17,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f036,PR,Graphic Cards,Gladiator MX,EN,"Gladiator XLN: PCI-E GDDR5 3072MB DVI Out, TV Out low-noise",EN,100000082,African Gold And Diamond Corporation,1,EA,0.3,KG,ZAR,81.7,22,35,17,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f037,PR,Graphic Cards,Hurricane GX,EN,Hurricane GX: PCI-E 691 GFLOPS game-optimized,EN,100000083,PicoBit,1,EA,0.4,KG,USD,101.2,22,35,17,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f038,PR,Graphic Cards,Hurricane GX/LN,EN,"Hurricane GX/LN: PCI-E 691 GFLOPS game-optimized, low-noise.",EN,100000084,Bionic Research Lab,1,EA,0.4,KG,EUR,139.99,22,35,17,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f039,PR,Scanners,Photo Scan,EN,Flatbed scanner - 9.600 × 9.600 dpi - 216 x 297 mm - Hi-Speed USB - Bluetooth,EN,100000085,Indian IT Trading Company,1,EA,2.3,KG,INR,129,34,48,5,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f040,PR,Scanners,Power Scan,EN,Flatbed scanner - 9.600 × 9.600 dpi - 216 x 297 mm - SCSI for backward compatibility,EN,100000086,Chemia A Technicznie Fabryka,1,EA,2.4,KG,PLN,89,31,43,7,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f041,PR,Scanners,Jet Scan Professional,EN,Flatbed scanner - Letter - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module,EN,100000087,South American IT Company,1,EA,3.2,KG,ARS,169,33,41,12,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f042,PR,Scanners,Jet Scan Professional,EN,Flatbed scanner - A4 - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module,EN,100000088,Siwusha,1,EA,3.2,KG,CNY,189,35,40,10,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f043,PR,Multifunction Printers,Copymaster,EN,Copymaster,EN,100000089,Danish Fish Trading Company,1,EA,23.2,KG,DKK,1499,45,42,22,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f044,PR,Speakers,Surround Sound,EN,PC multimedia speakers - 5 Watt (Total),EN,100000090,Sorali,1,EA,3,KG,EUR,39,12,10,16,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f045,PR,Speakers,Blaster Extreme,EN,PC multimedia speakers - 10 Watt (Total) - 2-way,EN,100000046,SAP,1,EA,1.4,KG,EUR,26,13,11,17.5,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f046,PR,Speakers,Sound Booster,EN,PC multimedia speakers - optimized for Blutooth/A2DP,EN,100000047,Becker Berlin,1,EA,2.1,KG,EUR,45,12.4,10.4,18.1,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f047,PR,Headsets,Lovely Sound 5.1 Wireless,EN,"5.1 Headset, 40 Hz-20 kHz, Wireless",EN,100000079,PC Gym Tec,1,EA,80,G,USD,49,24,19,23,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f048,PR,Headsets,Lovely Sound 5.1,EN,"5.1 Headset, 40 Hz-20 kHz, 3m cable",EN,100000080,Japan Insurance Partner,1,EA,130,G,JPY,3900,25,17,19,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f049,PR,Headsets,Lovely Sound Stereo,EN,"5.1 Headset, 40 Hz-20 kHz, 1m cable",EN,100000081,Entertainment Argentinia,1,EA,60,G,ARS,29,21.3,2.4,19.7,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f050,PR,Software,Smart Office,EN,"Complete package, 1 User, Office Applications (word processing, spreadsheet, presentations)",EN,100000048,DelBont Industries,1,EA,1.2,KG,USD,89.9,15,6.5,2.1,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f051,PR,Software,Smart Design,EN,"Complete package, 1 User, Image editing, processing",EN,100000049,Talpa,1,EA,0.8,KG,EUR,79.9,14,6.7,24,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f052,PR,Software,Smart Network,EN,"Complete package, 1 User, Network Software Utilities, Useful Applications and Documentation",EN,100000050,Panorama Studios,1,EA,0.8,KG,USD,69,16,6,27,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f053,PR,Software,Smart Multimedia,EN,"Complete package, 1 User, different Multimedia applications, playing music, watching DVDs, only with this Smart package",EN,100000051,TECUM,1,EA,0.8,KG,EUR,77,11,3.4,22,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f054,PR,Software,Smart Games,EN,"Complete package, 1 User, various games for amusement, logic, action, jump&run",EN,100000052,Asia High tech,1,EA,1.1,KG,JPY,5500,10,3,30,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f055,PR,Software,Smart Internet Antivirus,EN,"Complete package, 1 User, highly recommended for internet users as anti-virus protection",EN,100000053,Laurent,1,EA,0.7,KG,EUR,29,16,4,21,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f056,PR,Software,Smart Firewall,EN,"Complete package, 1 User, recommended for internet users, protect your PC against cyber-crime",EN,100000054,AVANTEL,1,EA,0.9,KG,MXN,34,17.9,4.2,23.1,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f057,PR,Software,Smart Money,EN,"Complete package, 1 User, bring your money in your mind, see what you have and what you want",EN,100000055,Telecomunicaciones Star,1,EA,0.5,KG,ARS,29.9,12,1.5,19,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f058,PR,Computer System Accessories,PC Lock,EN,Robust 3m anti-burglary protection for your laptop computer,EN,100000056,Pear Computing Services,1,EA,0.03,KG,USD,8.9,20,8,4.3,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f059,PR,Computer System Accessories,Notebook Lock,EN,Robust 1m anti-burglary protection for your desktop computer,EN,100000057,Alpine Systems,1,EA,0.02,KG,EUR,6.9,31,9,7,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f060,PR,Computer System Accessories,Web cam reality,EN,"Color webcam, color, High-Speed USB",EN,100000058,New Line Design,1,EA,0.075,KG,GBP,39,9,8.2,1.3,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
bcca1ac5-95ba-49e7-b604-e4cf0a95f061,PR,Computer System Accessories,Screen clean,EN,10 separately packed screen wipes,EN,100000059,HEPA Tec,1,EA,0.05,KG,EUR,2.3,2,2,0.1,CM,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
